,Station,Depth,Filter,MGT,Transcripts,Gene,Ocean_and_sea_regions,Reads_per_Kb_per_million_mapped_reads
1924,39,DCM,0.8 to 5,44,2.43e-07,dsyb,Indian Ocean,243.0
1925,39,DCM,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
1926,39,DCM,0.8 to 5,66,4.5700000000000003e-07,dsyb,Indian Ocean,457.00000000000006
1927,39,DCM,0.8 to 5,179,7.5e-07,dsyb,Indian Ocean,750.0
1928,128,SRF,20 to 180,332,8.3e-08,dsyb,North Pacific Ocean,83.0
1929,128,SRF,20 to 180,44,8.23e-07,dsyb,North Pacific Ocean,823.0
1930,124,SRF,180 to 2000,2493,0.0,dsyb,South Pacific Ocean,0.0
1931,124,SRF,180 to 2000,44,8.26e-08,dsyb,South Pacific Ocean,82.6
1932,124,SRF,180 to 2000,58,4.46e-08,dsyb,South Pacific Ocean,44.6
1933,85,DCM,5 to 20,13,7.33e-07,dsyb,Southern Ocean (S of 40S),733.0
1934,85,DCM,5 to 20,74,3.47e-07,dsyb,Southern Ocean (S of 40S),347.0
1935,85,DCM,5 to 20,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1936,85,DCM,5 to 20,30,2.62e-07,dsyb,Southern Ocean (S of 40S),262.0
1937,85,DCM,5 to 20,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1938,85,DCM,5 to 20,4,6.5e-07,dsyb,Southern Ocean (S of 40S),650.0
1939,110,SRF,180 to 2000,44,7.09e-07,dsyb,South Pacific Ocean,709.0
1940,110,SRF,180 to 2000,38,6.73e-08,dsyb,South Pacific Ocean,67.3
1941,110,SRF,180 to 2000,332,6.049999999999999e-08,dsyb,South Pacific Ocean,60.49999999999999
1942,135,DCM,5 to 20,179,6.230000000000001e-08,dsyb,North Pacific Ocean,62.30000000000001
1943,135,DCM,5 to 20,38,1.04e-07,dsyb,North Pacific Ocean,104.0
1944,135,DCM,5 to 20,1255,5.33e-08,dsyb,North Pacific Ocean,53.300000000000004
1945,135,DCM,5 to 20,166,6.19e-08,dsyb,North Pacific Ocean,61.900000000000006
1946,135,DCM,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
1947,135,DCM,5 to 20,188,4.9699999999999995e-08,dsyb,North Pacific Ocean,49.699999999999996
1948,135,DCM,5 to 20,44,3.5099999999999997e-08,dsyb,North Pacific Ocean,35.099999999999994
1949,30,SRF,180 to 2000,2493,0.0,dsyb,Mediterranean Sea,0.0
1950,151,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1951,25,DCM,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
1952,72,DCM,0.8 to 5,58,4.1100000000000004e-08,dsyb,South Atlantic Ocean,41.1
1953,72,DCM,0.8 to 5,188,8.050000000000001e-08,dsyb,South Atlantic Ocean,80.50000000000001
1954,72,DCM,0.8 to 5,36,0.0,dsyb,South Atlantic Ocean,0.0
1955,72,DCM,0.8 to 5,166,2.4e-06,dsyb,South Atlantic Ocean,2400.0
1956,72,DCM,0.8 to 5,2743,4.1100000000000004e-08,dsyb,South Atlantic Ocean,41.1
1957,72,DCM,0.8 to 5,332,8.3e-08,dsyb,South Atlantic Ocean,83.0
1958,72,DCM,0.8 to 5,179,1.74e-07,dsyb,South Atlantic Ocean,174.0
1959,72,DCM,0.8 to 5,66,1.4e-07,dsyb,South Atlantic Ocean,140.0
1960,72,DCM,0.8 to 5,44,1.24e-06,dsyb,South Atlantic Ocean,1240.0
1961,68,SRF,180 to 2000,44,4.7599999999999996e-08,dsyb,South Atlantic Ocean,47.599999999999994
1962,68,SRF,180 to 2000,58,0.0,dsyb,South Atlantic Ocean,0.0
1963,80,DCM,20 to 180,46,0.0,dsyb,Southern Ocean (S of 40S),0.0
1964,80,DCM,20 to 180,12,0.0,dsyb,Southern Ocean (S of 40S),0.0
1965,80,DCM,20 to 180,59,3.92e-08,dsyb,Southern Ocean (S of 40S),39.2
1966,98,SRF,20 to 180,46,0.0,dsyb,South Pacific Ocean,0.0
1967,98,SRF,20 to 180,12,0.0,dsyb,South Pacific Ocean,0.0
1968,98,SRF,20 to 180,44,3.17e-08,dsyb,South Pacific Ocean,31.7
1969,149,SRF,180 to 2000,38,8.86e-08,dsyb,North Atlantic Ocean,88.6
1970,149,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1971,52,DCM,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1972,52,DCM,20 to 180,58,0.0,dsyb,Indian Ocean,0.0
1973,52,DCM,20 to 180,4,2.66e-08,dsyb,Indian Ocean,26.6
1974,52,DCM,20 to 180,332,2.8199999999999998e-08,dsyb,Indian Ocean,28.2
1975,52,DCM,20 to 180,44,1.43e-07,dsyb,Indian Ocean,143.0
1976,52,DCM,20 to 180,2493,0.0,dsyb,Indian Ocean,0.0
1977,52,DCM,20 to 180,12,0.0,dsyb,Indian Ocean,0.0
1978,135,DCM,20 to 180,188,3.46e-08,dsyb,North Pacific Ocean,34.6
1979,135,DCM,20 to 180,166,8.9e-08,dsyb,North Pacific Ocean,89.0
1980,135,DCM,20 to 180,58,2.9100000000000002e-08,dsyb,North Pacific Ocean,29.1
1981,135,DCM,20 to 180,38,1.97e-08,dsyb,North Pacific Ocean,19.7
1982,135,DCM,20 to 180,44,1.97e-08,dsyb,North Pacific Ocean,19.7
1983,135,DCM,20 to 180,59,2.06e-08,dsyb,North Pacific Ocean,20.599999999999998
1984,135,DCM,20 to 180,12,0.0,dsyb,North Pacific Ocean,0.0
1985,135,DCM,20 to 180,35,0.0,dsyb,North Pacific Ocean,0.0
1986,135,DCM,20 to 180,179,3.56e-08,dsyb,North Pacific Ocean,35.6
1987,66,DCM,5 to 20,332,8.42e-08,dsyb,South Atlantic Ocean,84.2
1988,66,DCM,5 to 20,44,1.98e-07,dsyb,South Atlantic Ocean,198.0
1989,64,SRF,20 to 180,44,3.84e-08,dsyb,Indian Ocean,38.4
1990,64,SRF,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1991,41,SRF,0.8 to 5,13,9.910000000000001e-08,dsyb,Indian Ocean,99.10000000000001
1992,41,SRF,0.8 to 5,166,3.56e-07,dsyb,Indian Ocean,356.0
1993,41,SRF,0.8 to 5,179,1.6399999999999999e-07,dsyb,Indian Ocean,164.0
1994,41,SRF,0.8 to 5,66,2.7800000000000003e-07,dsyb,Indian Ocean,278.0
1995,138,DCM,180 to 2000,44,4.65e-07,dsyb,North Pacific Ocean,465.0
1996,138,DCM,180 to 2000,332,1.44e-07,dsyb,North Pacific Ocean,144.0
1997,4,SRF,0.8 to 5,44,8.45e-08,dsyb,Mediterranean Sea,84.5
1998,4,SRF,0.8 to 5,178,0.0,dsyb,Mediterranean Sea,0.0
1999,4,SRF,0.8 to 5,2743,2.64e-08,dsyb,Mediterranean Sea,26.400000000000002
2000,4,SRF,0.8 to 5,66,2.07e-07,dsyb,Mediterranean Sea,207.0
2001,4,SRF,0.8 to 5,36,6.34e-07,dsyb,Mediterranean Sea,634.0
2002,4,SRF,0.8 to 5,29,3.75e-06,dsyb,Mediterranean Sea,3750.0
2003,4,SRF,0.8 to 5,747,4.9400000000000006e-08,dsyb,Mediterranean Sea,49.400000000000006
2004,4,SRF,0.8 to 5,58,2.76e-08,dsyb,Mediterranean Sea,27.599999999999998
2005,137,SRF,180 to 2000,332,1.5199999999999998e-07,dsyb,North Pacific Ocean,151.99999999999997
2006,137,SRF,180 to 2000,166,8.689999999999999e-08,dsyb,North Pacific Ocean,86.89999999999999
2007,137,SRF,180 to 2000,44,1.03e-06,dsyb,North Pacific Ocean,1030.0
2008,25,SRF,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
2009,25,SRF,5 to 20,35,0.0,dsyb,Mediterranean Sea,0.0
2010,38,SRF,20 to 180,166,1.93e-07,dsyb,Indian Ocean,193.0
2011,38,SRF,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
2012,38,SRF,20 to 180,179,6.42e-08,dsyb,Indian Ocean,64.2
2013,125,SRF,20 to 180,44,7.909999999999999e-07,dsyb,South Pacific Ocean,790.9999999999999
2014,125,SRF,20 to 180,332,1.24e-07,dsyb,South Pacific Ocean,124.0
2015,125,SRF,20 to 180,58,0.0,dsyb,South Pacific Ocean,0.0
2016,122,SRF,20 to 180,44,2.42e-06,dsyb,South Pacific Ocean,2420.0
2017,122,SRF,20 to 180,332,2.79e-07,dsyb,South Pacific Ocean,279.0
2018,4,DCM,0.8 to 5,66,3.76e-08,dsyb,Mediterranean Sea,37.6
2019,4,DCM,0.8 to 5,35,0.0,dsyb,Mediterranean Sea,0.0
2020,4,DCM,0.8 to 5,12,0.0,dsyb,Mediterranean Sea,0.0
2021,4,DCM,0.8 to 5,59,5.14e-08,dsyb,Mediterranean Sea,51.4
2022,142,DCM,0.8 to 5,66,7.320000000000001e-08,dsyb,North Atlantic Ocean,73.2
2023,142,DCM,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
2024,142,DCM,0.8 to 5,36,0.0,dsyb,North Atlantic Ocean,0.0
2025,68,SRF,20 to 180,46,0.0,dsyb,South Atlantic Ocean,0.0
2026,68,SRF,20 to 180,12,0.0,dsyb,South Atlantic Ocean,0.0
2027,68,SRF,20 to 180,44,3.12e-08,dsyb,South Atlantic Ocean,31.200000000000003
2028,100,SRF,0.8 to 5,58,3.5699999999999995e-08,dsyb,South Pacific Ocean,35.699999999999996
2029,100,SRF,0.8 to 5,67,3.99e-08,dsyb,South Pacific Ocean,39.9
2030,100,SRF,0.8 to 5,36,2.6800000000000002e-08,dsyb,South Pacific Ocean,26.8
2031,100,SRF,0.8 to 5,225,2.23e-08,dsyb,South Pacific Ocean,22.3
2032,100,SRF,0.8 to 5,2743,1.6e-07,dsyb,South Pacific Ocean,160.0
2033,100,SRF,0.8 to 5,332,3.21e-08,dsyb,South Pacific Ocean,32.1
2034,100,SRF,0.8 to 5,66,7.91e-08,dsyb,South Pacific Ocean,79.1
2035,100,SRF,0.8 to 5,44,2.11e-06,dsyb,South Pacific Ocean,2110.0
2036,41,SRF,5 to 20,46,0.0,dsyb,Indian Ocean,0.0
2037,93,SRF,5 to 20,38,2.9500000000000003e-08,dsyb,South Pacific Ocean,29.500000000000004
2038,131,SRF,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
2039,131,SRF,5 to 20,2493,0.0,dsyb,North Pacific Ocean,0.0
2040,131,SRF,5 to 20,36,0.0,dsyb,North Pacific Ocean,0.0
2041,131,SRF,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
2042,80,DCM,180 to 2000,38,2.7900000000000002e-08,dsyb,Southern Ocean (S of 40S),27.900000000000002
2043,110,SRF,0.8 to 5,36,9.32e-08,dsyb,South Pacific Ocean,93.2
2044,110,SRF,0.8 to 5,166,2.7e-07,dsyb,South Pacific Ocean,270.0
2045,110,SRF,0.8 to 5,225,4.38e-08,dsyb,South Pacific Ocean,43.800000000000004
2046,110,SRF,0.8 to 5,67,0.0,dsyb,South Pacific Ocean,0.0
2047,110,SRF,0.8 to 5,58,7.66e-08,dsyb,South Pacific Ocean,76.6
2048,110,SRF,0.8 to 5,13,0.0,dsyb,South Pacific Ocean,0.0
2049,110,SRF,0.8 to 5,44,5.67e-06,dsyb,South Pacific Ocean,5670.0
2050,110,SRF,0.8 to 5,179,8.56e-08,dsyb,South Pacific Ocean,85.6
2051,110,SRF,0.8 to 5,332,4.11e-07,dsyb,South Pacific Ocean,411.0
2052,110,SRF,0.8 to 5,66,2.1e-07,dsyb,South Pacific Ocean,210.0
2053,93,SRF,180 to 2000,38,2.5899999999999997e-08,dsyb,South Pacific Ocean,25.9
2054,139,SRF,5 to 20,58,0.0,dsyb,North Pacific Ocean,0.0
2055,139,SRF,5 to 20,1580,0.0,dsyb,North Pacific Ocean,0.0
2056,139,SRF,5 to 20,179,3.1299999999999996e-08,dsyb,North Pacific Ocean,31.299999999999997
2057,139,SRF,5 to 20,44,2.35e-07,dsyb,North Pacific Ocean,235.0
2058,139,SRF,5 to 20,166,8.09e-08,dsyb,North Pacific Ocean,80.9
2059,38,SRF,180 to 2000,166,2.35e-07,dsyb,Indian Ocean,235.0
2060,38,SRF,180 to 2000,44,3.3700000000000004e-08,dsyb,Indian Ocean,33.7
2061,38,SRF,180 to 2000,179,7.38e-08,dsyb,Indian Ocean,73.8
2062,142,DCM,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
2063,142,DCM,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
2064,39,SRF,0.8 to 5,225,2.62e-08,dsyb,Indian Ocean,26.2
2065,39,SRF,0.8 to 5,36,6.230000000000001e-08,dsyb,Indian Ocean,62.30000000000001
2066,39,SRF,0.8 to 5,166,9.37e-07,dsyb,Indian Ocean,937.0
2067,39,SRF,0.8 to 5,58,2.62e-08,dsyb,Indian Ocean,26.2
2068,39,SRF,0.8 to 5,66,2.19e-07,dsyb,Indian Ocean,219.0
2069,39,SRF,0.8 to 5,2743,5.2e-08,dsyb,Indian Ocean,52.0
2070,39,SRF,0.8 to 5,179,4.2700000000000005e-07,dsyb,Indian Ocean,427.00000000000006
2071,4,DCM,5 to 20,12,0.0,dsyb,Mediterranean Sea,0.0
2072,4,DCM,5 to 20,36,3.1e-08,dsyb,Mediterranean Sea,31.0
2073,4,DCM,5 to 20,58,0.0,dsyb,Mediterranean Sea,0.0
2074,4,DCM,5 to 20,1255,4.4800000000000004e-08,dsyb,Mediterranean Sea,44.800000000000004
2075,4,DCM,5 to 20,179,2.41e-08,dsyb,Mediterranean Sea,24.1
2076,30,DCM,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
2077,23,DCM,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
2078,23,DCM,20 to 180,58,2.93e-08,dsyb,Mediterranean Sea,29.3
2079,23,DCM,20 to 180,35,0.0,dsyb,Mediterranean Sea,0.0
2080,23,SRF,180 to 2000,38,4.15e-08,dsyb,Mediterranean Sea,41.5
2081,80,DCM,5 to 20,12,0.0,dsyb,Southern Ocean (S of 40S),0.0
2082,80,DCM,5 to 20,44,6.15e-08,dsyb,Southern Ocean (S of 40S),61.5
2083,70,SRF,5 to 20,332,2.85e-08,dsyb,South Atlantic Ocean,28.5
2084,70,SRF,5 to 20,58,3.72e-08,dsyb,South Atlantic Ocean,37.2
2085,70,SRF,5 to 20,1580,0.0,dsyb,South Atlantic Ocean,0.0
2086,70,SRF,5 to 20,44,1.66e-07,dsyb,South Atlantic Ocean,166.0
2087,70,SRF,5 to 20,2493,0.0,dsyb,South Atlantic Ocean,0.0
2088,82,SRF,0.8 to 5,66,3.26e-08,dsyb,Southern Ocean (S of 40S),32.6
2089,82,SRF,0.8 to 5,30,3.79e-07,dsyb,Southern Ocean (S of 40S),379.0
2090,82,SRF,0.8 to 5,13,3.86e-05,dsyb,Southern Ocean (S of 40S),38600.0
2091,82,SRF,0.8 to 5,24,3.23e-08,dsyb,Southern Ocean (S of 40S),32.3
2092,82,SRF,0.8 to 5,4,4.92e-06,dsyb,Southern Ocean (S of 40S),4920.0
2093,82,SRF,0.8 to 5,67,1.42e-06,dsyb,Southern Ocean (S of 40S),1420.0
2094,82,SRF,0.8 to 5,58,0.0,dsyb,Southern Ocean (S of 40S),0.0
2095,82,SRF,0.8 to 5,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
2096,82,SRF,0.8 to 5,74,1.1699999999999999e-07,dsyb,Southern Ocean (S of 40S),116.99999999999999
2097,82,SRF,0.8 to 5,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
2098,72,SRF,180 to 2000,44,2.2400000000000002e-08,dsyb,South Atlantic Ocean,22.400000000000002
2099,72,SRF,180 to 2000,12,0.0,dsyb,South Atlantic Ocean,0.0
2100,72,SRF,180 to 2000,46,0.0,dsyb,South Atlantic Ocean,0.0
2101,52,SRF,0.8 to 5,332,7.67e-08,dsyb,Indian Ocean,76.7
2102,52,SRF,0.8 to 5,66,2.46e-07,dsyb,Indian Ocean,246.0
2103,52,SRF,0.8 to 5,44,5.55e-07,dsyb,Indian Ocean,555.0
2104,52,SRF,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
2105,52,SRF,0.8 to 5,58,3.58e-08,dsyb,Indian Ocean,35.800000000000004
2106,52,SRF,0.8 to 5,36,8.6e-08,dsyb,Indian Ocean,86.0
2107,52,SRF,0.8 to 5,166,7.06e-08,dsyb,Indian Ocean,70.6
2108,52,SRF,0.8 to 5,225,3.7400000000000004e-08,dsyb,Indian Ocean,37.400000000000006
2109,139,SRF,0.8 to 5,4,2.8300000000000002e-08,dsyb,North Pacific Ocean,28.3
2110,139,SRF,0.8 to 5,58,7.089999999999999e-08,dsyb,North Pacific Ocean,70.89999999999999
2111,139,SRF,0.8 to 5,36,6.21e-08,dsyb,North Pacific Ocean,62.099999999999994
2112,139,SRF,0.8 to 5,166,4.9e-07,dsyb,North Pacific Ocean,489.99999999999994
2113,139,SRF,0.8 to 5,179,1.8899999999999999e-07,dsyb,North Pacific Ocean,188.99999999999997
2114,139,SRF,0.8 to 5,2743,4.13e-08,dsyb,North Pacific Ocean,41.3
2115,139,SRF,0.8 to 5,66,3.89e-07,dsyb,North Pacific Ocean,389.0
2116,139,SRF,0.8 to 5,44,9.27e-06,dsyb,North Pacific Ocean,9270.0
2117,7,DCM,0.8 to 5,29,9.77e-08,dsyb,Mediterranean Sea,97.69999999999999
2118,7,DCM,0.8 to 5,178,0.0,dsyb,Mediterranean Sea,0.0
2119,7,DCM,0.8 to 5,36,4.45e-08,dsyb,Mediterranean Sea,44.5
2120,7,DCM,0.8 to 5,66,1.37e-07,dsyb,Mediterranean Sea,137.0
2121,7,DCM,0.8 to 5,179,4.7599999999999996e-08,dsyb,Mediterranean Sea,47.599999999999994
2122,102,SRF,5 to 20,36,0.0,dsyb,South Pacific Ocean,0.0
2123,102,SRF,5 to 20,44,1.96e-06,dsyb,South Pacific Ocean,1959.9999999999998
2124,102,SRF,5 to 20,332,5.01e-08,dsyb,South Pacific Ocean,50.1
2125,102,SRF,5 to 20,1580,0.0,dsyb,South Pacific Ocean,0.0
2126,102,SRF,5 to 20,58,1.08e-07,dsyb,South Pacific Ocean,108.0
2127,76,SRF,5 to 20,44,4.04e-08,dsyb,South Atlantic Ocean,40.4
2128,132,SRF,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
2129,143,DCM,180 to 2000,38,5.7999999999999997e-08,dsyb,North Atlantic Ocean,58.0
2130,18,DCM,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
2131,18,DCM,20 to 180,46,0.0,dsyb,Mediterranean Sea,0.0
2132,66,DCM,0.8 to 5,24,3.56e-08,dsyb,South Atlantic Ocean,35.6
2133,66,DCM,0.8 to 5,179,6.230000000000001e-08,dsyb,South Atlantic Ocean,62.30000000000001
2134,66,DCM,0.8 to 5,2743,3.8900000000000004e-08,dsyb,South Atlantic Ocean,38.900000000000006
2135,66,DCM,0.8 to 5,332,4.37e-08,dsyb,South Atlantic Ocean,43.7
2136,66,DCM,0.8 to 5,76,5.0700000000000004e-08,dsyb,South Atlantic Ocean,50.7
2137,66,DCM,0.8 to 5,36,1.32e-07,dsyb,South Atlantic Ocean,132.0
2138,66,DCM,0.8 to 5,1255,2.54e-08,dsyb,South Atlantic Ocean,25.4
2139,66,DCM,0.8 to 5,4,5.34e-08,dsyb,South Atlantic Ocean,53.4
2140,66,DCM,0.8 to 5,67,3.44e-08,dsyb,South Atlantic Ocean,34.4
2141,66,DCM,0.8 to 5,13,7.41e-08,dsyb,South Atlantic Ocean,74.1
2142,66,DCM,0.8 to 5,178,0.0,dsyb,South Atlantic Ocean,0.0
2143,66,DCM,0.8 to 5,44,3.19e-07,dsyb,South Atlantic Ocean,319.0
2144,66,DCM,0.8 to 5,66,2.56e-07,dsyb,South Atlantic Ocean,256.0
2145,66,DCM,0.8 to 5,166,1.67e-07,dsyb,South Atlantic Ocean,167.0
2146,66,DCM,0.8 to 5,188,2.71e-08,dsyb,South Atlantic Ocean,27.1
2147,66,DCM,0.8 to 5,74,5.34e-08,dsyb,South Atlantic Ocean,53.4
2148,66,DCM,0.8 to 5,58,9.02e-08,dsyb,South Atlantic Ocean,90.2
2149,111,SRF,0.8 to 5,58,0.0,dsyb,South Pacific Ocean,0.0
2150,111,SRF,0.8 to 5,66,4.05e-08,dsyb,South Pacific Ocean,40.5
2151,111,SRF,0.8 to 5,2743,3.95e-08,dsyb,South Pacific Ocean,39.5
2152,111,SRF,0.8 to 5,332,2.1300000000000001e-07,dsyb,South Pacific Ocean,213.00000000000003
2153,111,SRF,0.8 to 5,44,1.81e-06,dsyb,South Pacific Ocean,1810.0
2154,111,SRF,0.8 to 5,36,4.24e-08,dsyb,South Pacific Ocean,42.400000000000006
2155,138,DCM,0.8 to 5,178,0.0,dsyb,North Pacific Ocean,0.0
2156,138,DCM,0.8 to 5,44,7.13e-07,dsyb,North Pacific Ocean,713.0
2157,138,DCM,0.8 to 5,76,3.6600000000000003e-08,dsyb,North Pacific Ocean,36.6
2158,138,DCM,0.8 to 5,66,1.93e-07,dsyb,North Pacific Ocean,193.0
2159,138,DCM,0.8 to 5,2743,2.81e-08,dsyb,North Pacific Ocean,28.1
2160,138,DCM,0.8 to 5,332,4.5199999999999994e-08,dsyb,North Pacific Ocean,45.199999999999996
2161,138,DCM,0.8 to 5,166,6.76e-08,dsyb,North Pacific Ocean,67.6
2162,138,DCM,0.8 to 5,36,1.5e-07,dsyb,North Pacific Ocean,150.0
2163,138,DCM,0.8 to 5,58,4.93e-08,dsyb,North Pacific Ocean,49.3
2164,152,SRF,20 to 180,59,1.78e-07,dsyb,North Atlantic Ocean,178.0
2165,152,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
2166,152,SRF,20 to 180,35,0.0,dsyb,North Atlantic Ocean,0.0
2167,143,DCM,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
2168,143,DCM,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
2169,143,DCM,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
2170,150,DCM,0.8 to 5,44,2.65e-07,dsyb,North Atlantic Ocean,265.0
2171,150,DCM,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
2172,150,DCM,0.8 to 5,66,2.25e-07,dsyb,North Atlantic Ocean,225.0
2173,150,DCM,0.8 to 5,2743,4.46e-08,dsyb,North Atlantic Ocean,44.6
2174,150,DCM,0.8 to 5,179,7.96e-08,dsyb,North Atlantic Ocean,79.6
2175,150,DCM,0.8 to 5,188,3.4500000000000005e-08,dsyb,North Atlantic Ocean,34.50000000000001
2176,150,DCM,0.8 to 5,166,2.01e-07,dsyb,North Atlantic Ocean,201.0
2177,150,DCM,0.8 to 5,36,9.59e-08,dsyb,North Atlantic Ocean,95.9
2178,150,DCM,0.8 to 5,58,3.04e-08,dsyb,North Atlantic Ocean,30.400000000000002
2179,22,SRF,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
2180,22,SRF,20 to 180,35,0.0,dsyb,Mediterranean Sea,0.0
2181,26,SRF,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
2182,93,DCM,0.8 to 5,166,2.23e-07,dsyb,South Pacific Ocean,223.0
2183,93,DCM,0.8 to 5,36,0.0,dsyb,South Pacific Ocean,0.0
2184,93,DCM,0.8 to 5,188,3.75e-08,dsyb,South Pacific Ocean,37.5
2185,93,DCM,0.8 to 5,74,0.0,dsyb,South Pacific Ocean,0.0
2186,93,DCM,0.8 to 5,67,0.0,dsyb,South Pacific Ocean,0.0
2187,93,DCM,0.8 to 5,58,5.49e-08,dsyb,South Pacific Ocean,54.9
2188,93,DCM,0.8 to 5,13,6.49e-08,dsyb,South Pacific Ocean,64.9
2189,93,DCM,0.8 to 5,44,3.7799999999999997e-07,dsyb,South Pacific Ocean,377.99999999999994
2190,93,DCM,0.8 to 5,179,1.04e-07,dsyb,South Pacific Ocean,104.0
2191,93,DCM,0.8 to 5,332,4.07e-08,dsyb,South Pacific Ocean,40.7
2192,138,SRF,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
2193,138,SRF,20 to 180,44,4.3099999999999996e-08,dsyb,North Pacific Ocean,43.099999999999994
2194,131,SRF,180 to 2000,2493,0.0,dsyb,North Pacific Ocean,0.0
2195,131,SRF,180 to 2000,38,3.2e-08,dsyb,North Pacific Ocean,32.0
2196,66,SRF,20 to 180,12,0.0,dsyb,South Atlantic Ocean,0.0
2197,66,SRF,20 to 180,36,0.0,dsyb,South Atlantic Ocean,0.0
2198,66,SRF,20 to 180,59,3.1299999999999996e-08,dsyb,South Atlantic Ocean,31.299999999999997
2199,128,DCM,180 to 2000,332,1.85e-07,dsyb,North Pacific Ocean,185.0
2200,128,DCM,180 to 2000,44,1.44e-06,dsyb,North Pacific Ocean,1440.0
2201,136,SRF,180 to 2000,332,7.92e-08,dsyb,North Pacific Ocean,79.19999999999999
2202,136,SRF,180 to 2000,44,5.49e-07,dsyb,North Pacific Ocean,549.0
2203,147,SRF,5 to 20,12,0.0,dsyb,North Atlantic Ocean,0.0
2204,147,SRF,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
2205,147,SRF,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
2206,147,SRF,5 to 20,1255,3.38e-08,dsyb,North Atlantic Ocean,33.8
2207,123,SRF,5 to 20,44,2.5399999999999997e-07,dsyb,South Pacific Ocean,253.99999999999997
2208,123,SRF,5 to 20,1580,0.0,dsyb,South Pacific Ocean,0.0
2209,123,SRF,5 to 20,58,5e-08,dsyb,South Pacific Ocean,50.0
2210,123,SRF,5 to 20,76,3.3e-08,dsyb,South Pacific Ocean,33.0
2211,123,SRF,5 to 20,1255,2.92e-08,dsyb,South Pacific Ocean,29.2
2212,65,SRF,0.8 to 5,179,4.91e-08,dsyb,Indian Ocean,49.1
2213,65,SRF,0.8 to 5,2743,5.68e-08,dsyb,Indian Ocean,56.8
2214,65,SRF,0.8 to 5,76,8.59e-08,dsyb,Indian Ocean,85.89999999999999
2215,65,SRF,0.8 to 5,66,2.14e-06,dsyb,Indian Ocean,2140.0
2216,65,SRF,0.8 to 5,13,7.82e-08,dsyb,Indian Ocean,78.2
2217,65,SRF,0.8 to 5,24,2.66e-08,dsyb,Indian Ocean,26.6
2218,65,SRF,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
2219,65,SRF,0.8 to 5,44,4.9699999999999995e-08,dsyb,Indian Ocean,49.699999999999996
2220,65,SRF,0.8 to 5,4,3.58e-08,dsyb,Indian Ocean,35.800000000000004
2221,65,SRF,0.8 to 5,58,8.58e-08,dsyb,Indian Ocean,85.8
2222,65,SRF,0.8 to 5,67,0.0,dsyb,Indian Ocean,0.0
2223,65,SRF,0.8 to 5,166,1.14e-07,dsyb,Indian Ocean,114.0
2224,65,SRF,0.8 to 5,36,1.8899999999999999e-07,dsyb,Indian Ocean,188.99999999999997
2225,65,SRF,0.8 to 5,225,9.44e-08,dsyb,Indian Ocean,94.39999999999999
2226,136,SRF,5 to 20,44,3.05e-07,dsyb,North Pacific Ocean,305.0
2227,136,SRF,5 to 20,332,3.49e-08,dsyb,North Pacific Ocean,34.9
2228,136,SRF,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
2229,136,SRF,5 to 20,1580,0.0,dsyb,North Pacific Ocean,0.0
2230,143,DCM,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
2231,143,DCM,5 to 20,46,0.0,dsyb,North Atlantic Ocean,0.0
2232,143,DCM,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
